"Date","Seller","Buyer","Item","Price","Durability","Rarity"
"8/16/2015 10:38:43 AM","ArgonPrime","NeonFirefly","Burst Cannon IV","$79,000","37","g"
"8/16/2015 10:40:04 AM","LukeRm","rudirude","Harpy V","$15,000","41","g"
"8/16/2015 10:40:27 AM","cyber187","NeonFirefly","Carbide Hull VI","$20,000","61","g"
"8/16/2015 10:41:00 AM","iSmooth","rudirude","Titanium Hull VI","$12,500","55","g"
"8/16/2015 10:46:45 AM","Zenos","Mystic02","Hold-H113 V","$2,750","31","g"
"8/16/2015 11:41:25 AM","D4rkfox","KooshieBoosh","Hold-H111 IV","$15,000","63","g"
"8/16/2015 11:54:08 AM","HermesLLC","PureEliza","Disruptor III","$35,000","26","b"
"8/16/2015 11:56:47 AM","UncleBadtouc","PureEliza","Osmium Armor XIV","$63,000","63","b"
"8/16/2015 12:17:03 PM","seeker66","ArgonPrime","Succubus IV","$8,000","22","g"
"8/16/2015 12:17:33 PM","HermesLLC","ArgonPrime","Oblivion X","$7,500","45","g"
"8/16/2015 12:18:07 PM","cyber188","ArgonPrime","Burst Cannon VIII","$20,000","31","g"
"8/15/2015 12:02:03 AM","KMercer","Akimbo","Hold-P210 IV","$29,999","97","g"
"8/15/2015 12:03:12 AM","MUFC","Tier","Stealth Drive","$3,000,000","101","b"
"8/15/2015 12:12:07 AM","fr1endly","Tier","Drone Tech I","$450,000","101","b"
"8/15/2015 12:15:06 AM","JSmooth","KooshieBoosh","Viper V","$11,000","38","g"
"8/15/2015 12:28:36 AM","MUFC","Osarlous","Hold-R117 VI","$5,000","19","g"
"8/15/2015 12:28:36 AM","MUFC","Somepilotguy","Storage VI","$2,000","36","g"
"8/15/2015 12:29:36 AM","MUFC","Thatguy","WP-V11","$6,655","57","g"
"8/15/2015 12:36:37 AM","SEINICHI","iSmooth","Succubus IV","$4,400","61","g"
"8/15/2015 12:59:44 AM","MUFC","Somepilotguy","Agent Mk. IV","$3,000","38","g"
"8/15/2015 12:59:44 AM","MUFC","Somepilotguy","Drone Mk. IV","$3,000","39","g"
"8/15/2015 1:07:25 AM","losser","Vahannus","LCD-V5","$350,000","100","b"
"8/15/2015 1:27:49 AM","2ndhandstore","cupubank","Technician","$800,000","100","b"
"8/15/2015 1:31:53 AM","MrBrick","Somepilotguy","Holocrine Shield VI","$1,331","26","g"
"8/15/2015 1:34:53 AM","MrBrick","seeker66","Hold-W115 III","$1,464","40","g"
"8/15/2015 1:53:39 AM","JSmooth","Everyone","Darkness V","$19,000","62","g"
"8/15/2015 2:18:52 AM","TheDarkOne","Diz","Hold-W121 III","$8,000","47","g"
"8/15/2015 2:22:24 AM","CaptTom","james1208","Voidblaster VII","$649,500","75","p"
"8/15/2015 2:28:52 AM","flpr","iSmooth","Titanium Hull XII","$7,000","59","g"
"8/15/2015 2:30:18 AM","ETphoneHOME","Rossmann","Frenzy III","$10,000","44","g"
"8/15/2015 2:31:43 AM","ETphoneHOME","iSmooth","Mass Driver II","$5,000","16","g"
"8/15/2015 2:34:26 AM","flpr","iSmooth","Hold-P219 III","$4,000","42","g"
"8/15/2015 2:35:26 AM","KooshieBoosh","iSmooth","Hold-H109 III","$7,250","43","g"
"8/15/2015 2:38:14 AM","cartoverlord","cootie","Holocrine Shield VII","$8,000","25","g"
"8/15/2015 2:52:46 AM","HermesLLC","IneptLord","Auto Cannon XI","$40,000","52","b"
"8/15/2015 2:56:59 AM","Deathknot","Bidness2","Nova Device","$4,000,000","34","r"
"8/15/2015 2:59:54 AM","RIFTSQUAD","LilBelle","Hold-R107 V","$100,000","100","b"
"8/15/2015 3:03:02 AM","iSmooth","LilBelle","Titanium Hull III","$9,500","36","g"
"8/15/2015 3:03:16 AM","Everybody","seeker66","Pulverizer IX","$1,041","26","g"
"8/15/2015 3:04:18 AM","iSmooth","XMelissaX","Osmium Armor VIII","$25,000","54","g"
"8/15/2015 3:05:50 AM","TheDarkOne","XMelissaX","Gauss Cannon IV","$25,000","90","g"
"8/15/2015 3:06:58 AM","JSmooth","Rossmann","Hold-P205 III","$9,000","27","g"
"8/15/2015 3:10:48 AM","cyber188","bank1of1","Hellcannon IV","$125,000","37","p"
"8/15/2015 3:11:27 AM","packetofnuts","Halion","Omega Rifle XII","$500,000","64","o"
"8/15/2015 3:32:38 AM","MadJackster","TheHood","Storage V","$995,000","100","r"
"8/15/2015 4:01:41 AM","CommandoRT","xelenia","Toil Tech I","$300,000","91","b"
"8/15/2015 4:11:28 AM","SEINICHI","LilBelle","Cataclysm V","$25,000","44","g"
"8/15/2015 4:29:48 AM","Ace2121","Krayzdwun","Rapture II","$150,000","93","b"
"8/15/2015 4:45:43 AM","Tier","derpderpderp","Sage Tech I","$250,000","100","b"
"8/15/2015 5:05:48 AM","watchman","MrFruitSalt","Exodus IV","$75,000","101","b"
"8/15/2015 5:19:54 AM","TheDarkOne","SHAGGY2DOPE","Hold-W122 III","$8,000","36","g"
"8/15/2015 5:42:03 AM","Feli","dumb","Composite Hull IX","$5,000","63","g"
"8/15/2015 5:42:03 AM","Feli","iSmooth","Hold-H207 III","$2,928","50","g"
"8/15/2015 5:43:03 AM","Feli","Somepilotguy","Hold-H216 IV","$2,000","33","g"
"8/15/2015 6:00:03 AM","HermesLLC","Slaught","Thorium Armor XV","$75,000","25","p"
"8/15/2015 6:00:15 AM","iSmooth","XMelissaX","Carbide Hull VIII","$25,000","100","g"
"8/15/2015 6:32:43 AM","DayanaSC","Slaught","Osmium Armor XVI","$400,000","95","p"
"8/15/2015 6:34:25 AM","TheDarkOne","WildSteve","Composite Hull VIII","$40,000","63","b"
"8/15/2015 6:37:13 AM","TheDarkOne","WildSteve","Vaporizer V","$75,000","59","b"
"8/15/2015 6:44:03 AM","Kaos","WildSteve","Hold-P102 V","$50,000","52","b"
"8/15/2015 6:55:03 AM","setan1500","spaceballs12","Auto Cannon IX","$666,666","63","o"
"8/15/2015 6:56:01 AM","cupubank","spaceballs12","Composite Hull X","$250,000","99","p"
"8/15/2015 6:58:23 AM","Typhuss","Aquila","Osmium Armor IX","$300,000","59","p"
"8/15/2015 7:00:43 AM","TheHague","Aquila","Banshee IX","$275,000","82","p"
"8/15/2015 7:02:29 AM","Dynaco420","Somsid","Hold-W218 III","$15,000","63","g"
"8/15/2015 7:20:43 AM","Setan1501","xelenia","Stealth Drive","$1,999,999","100","g"
"8/15/2015 7:35:58 AM","HermesLLC","IronTrev","Wyvern XII","$30,000","42","b"
"8/15/2015 7:48:35 AM","Somepilotguy","Akimbo","Ion Cannon I","$10,000","42","g"
"8/15/2015 7:51:20 AM","DaDjsMule1","Setan1501","Technician","$4,500,000","100","o"
"8/15/2015 8:04:19 AM","HermesLLC","gazkull","Plasma Lance VII","$35,000","54","b"
"8/15/2015 8:35:43 AM","Danteschaos","MrFruitSalt","Hold-H214 V","$2,750","63","g"
"8/15/2015 8:35:43 AM","Danteschaos","TheDarkOne","DCD-V8","$11,000","70","g"
"8/15/2015 8:45:07 AM","ProjectX","xDANx","Havok Tech I","$795,000","91","p"
"8/15/2015 8:48:12 AM","DaDjsMule1","xDANx","Atomizer XIV","$1,400,000","96","o"
"8/15/2015 8:57:21 AM","CooterDustba","thekaz","Skip Drive","$250,000","94","g"
"8/15/2015 9:14:31 AM","captainhowdy","djxfer","LCD-V1","$140,000","43","b"
"8/15/2015 9:23:34 AM","DaDjsMule1","Fluffy78","Diamond Armor VI","$40,000","38","g"
"8/15/2015 9:31:36 AM","DaDjsMule1","MrFruitSalt","Darkness II","$50,000","98","b"
"8/15/2015 9:47:31 AM","ETphoneHOME","Statistic","Meson Blaster III","$10,000","63","g"
"8/15/2015 9:58:19 AM","iSmooth","Statistic","Hold-P219 III","$9,500","42","g"
"8/15/2015 10:02:19 AM","DaDjsMule1","Statistic","WP-V3","$10,000","46","g"
"8/15/2015 10:12:52 AM","SPM","quiyet","Sage Tech I","$40,000","100","b"
"8/15/2015 10:20:16 AM","LukeRm","caribou","Osmium Armor VII","$21,000","59","g"
"8/15/2015 10:29:29 AM","qqking","MrFruitSalt","Carbide Hull XI","$125,000","100","b"
"8/15/2015 10:36:00 AM","cyber178","SUMMONED","Auto Cannon XV","$35,000","48","b"
"8/15/2015 10:46:47 AM","Aquila","DevilSoul","LCD-V6","$40,000","47","g"
"8/15/2015 10:53:22 AM","ArgonPrime","DevilSoul","Basilisk III","$59,000","47","g"
"8/15/2015 10:57:06 AM","LukeRm","iSmooth","Wyvern II","$5,500","22","g"
"8/15/2015 10:57:22 AM","ETphoneHOME","iSmooth","Succubus II","$5,000","57","g"
"8/15/2015 10:57:35 AM","HermesLLC","iSmooth","Succubus II","$7,500","36","g"
"8/15/2015 10:58:39 AM","gazkull","iSmooth","Burst Cannon III","$15,000","43","g"
"8/15/2015 10:59:07 AM","cyber178","bank1of1","Firecat VI","$20,000","43","b"
"8/15/2015 11:01:28 AM","2good4u","Setan1501","Scout","$4,250,000","100","o"
"8/15/2015 11:14:04 AM","cyber178","iSmooth","Osmium Armor IX","$10,000","57","g"
"8/15/2015 11:20:32 AM","chickenparm","wyza","Hold-W212 IV","$10,000","59","g"
"8/15/2015 11:21:02 AM","Somepilotguy","marbergerman","Carbide Hull XII","$10,000","22","g"
"8/15/2015 11:24:11 AM","cyber187","CaptTom","Sage Mk. I","$20,000","65","g"
"8/15/2015 11:38:35 AM","iSmooth","KooshieBoosh","Hold-H207 III","$9,500","50","g"
"8/15/2015 11:41:53 AM","cyber188","Jupiter","Carbide Hull VII","$20,000","50","g"
"8/15/2015 12:04:51 PM","HermesLLC","D4rkfox","Hold-H111 IV","$5,000","63","g"
"8/15/2015 12:09:10 PM","cyber188","plons","Titanium Hull IX","$10,000","40","g"
"8/15/2015 12:13:08 PM","marineking3","InfiniDonkey","Hold-W225 IV","$95,000","88","b"
"8/15/2015 12:13:43 PM","DaDjsMule1","DemNipplez","Burst Cannon X","$1,250,000","99","o"
"8/15/2015 12:21:31 PM","peen66","ZheirBank","Striker II","$200,000","100","b"
"8/15/2015 12:54:55 PM","daddio","Akimbo","Drone Mk. I","$25,000","23","g"
"8/15/2015 1:09:28 PM","daddio","Statistic","Titanium Hull V","$15,500","33","g"
"8/15/2015 1:11:08 PM","setan1500","crazyrazzrjr","Cabal Tech I","$450,000","100","b"
"8/15/2015 1:13:32 PM","cyber178","Statistic","Hold-P203 VI","$10,000","43","g"
"8/15/2015 1:18:11 PM","AF","Nano","Stealth Drive","$2,000,000","100","g"
"8/15/2015 1:47:03 PM","HermesLLC","CaptTom","Leviathan I","$7,500","27","g"
"8/15/2015 1:49:11 PM","chickenparm","iSmooth","Hold-W111 IV","$3,000","41","g"
"8/14/2015 12:07:14 AM","Anybody","Mystic02","Cabal Mk. I","$1,646","52","g"
"8/14/2015 12:14:14 AM","Anybody","MrFruitSalt","Hold-H221 III","$860","40","g"
"8/14/2015 12:31:14 AM","Masterkiller","Dissected","Basilisk II","$5,500","47","g"
"8/14/2015 12:36:43 AM","kirasa","xelenia","Frenzy III","$20,000","42","g"
"8/14/2015 12:39:01 AM","chucklemub","UCSxurn","Stealth Drive","$2,100,000","100","g"
"8/14/2015 12:53:43 AM","palmolive","KooshieBoosh","Destruction IV","$12,500","54","g"
"8/14/2015 12:55:09 AM","kirasa","Jessica","Skip Drive","$180,000","61","g"
"8/14/2015 1:16:30 AM","PapaRanger","HermesLLC","Gravity Smasher IX","$987","36","g"
"8/14/2015 1:16:30 AM","PapaRanger","dumb","Thorium Armor IV","$341","17","g"
"8/14/2015 1:17:30 AM","PapaRanger","iSmooth","Diamond Armor I","$684","22","g"
"8/14/2015 1:17:30 AM","PapaRanger","iSmooth","Holocrine Shield II","$1,617","62","g"
"8/14/2015 1:17:30 AM","PapaRanger","BVpieter","Hold-W214 VI","$771","55","g"
"8/14/2015 1:17:30 AM","PapaRanger","BVpieter","Hold-P122 VI","$547","39","g"
"8/14/2015 1:18:30 AM","PapaRanger","iSmooth","Titanium Hull II","$1,331","51","g"
"8/14/2015 1:18:30 AM","PapaRanger","BVpieter","Hold-H215 VII","$242","17","g"
"8/14/2015 1:18:30 AM","PapaRanger","Kanabos","LCD-V10","$592","17","g"
"8/14/2015 1:21:30 AM","PapaRanger","CaptMoss","Firecat VIII","$1,137","38","g"
"8/14/2015 1:26:46 AM","kirasa","bank1of1","Frenzy IV","$60,000","50","p"
"8/14/2015 1:34:38 AM","james70","Zeus484","Alien Hunter","$110,000","100","g"
"8/14/2015 2:17:46 AM","Ebola","iSmooth","Ripper III","$6,050","100","g"
"8/14/2015 2:21:46 AM","captainhowdy","JackAndCoke","WP-V7","$100,000","97","p"
"8/14/2015 2:21:46 AM","captainhowdy","Coldsun","HX-V8","$100,000","61","p"
"8/14/2015 2:37:17 AM","biskit","CaptMoss","Hold-W210 III","$7,500","64","g"
"8/14/2015 2:42:17 AM","markcalico","CaptMoss","Hold-H203 IV","$5,000","65","g"
"8/14/2015 2:46:27 AM","MrFruitSalt","kirasa","Disruptor IX","$100,000","100","p"
"8/14/2015 3:04:01 AM","pilfer","cootie2","HX-V2","$1,900,000","100","o"
"8/14/2015 3:08:06 AM","markcalico","BobekCZ","Torment V","$100,000","27","b"
"8/14/2015 3:11:29 AM","2ndhandstore","Keymaniwash","Sage Tech I","$800,000","100","p"
"8/14/2015 3:36:36 AM","domydom","bank1of1","Toil Tech I","$250,000","100","g"
"8/14/2015 3:58:37 AM","zippooo","Unsource","Hold-W223 IX","$200,000","100","o"
"8/14/2015 4:13:17 AM","Feli","GunDealer","Corruptor XIV","$10,000","27","g"
"8/14/2015 4:13:17 AM","Feli","TheDarkOne","Osmium Armor V","$3,630","39","g"
"8/14/2015 4:13:17 AM","Feli","iSmooth","Exoprene Shield XIII","$4,840","21","g"
"8/14/2015 4:27:17 AM","Danteschaos","bank1of1","Diamond Armor X","$100,000","29","p"
"8/14/2015 4:45:42 AM","2ndhandstore","bank1of1","Skip Drive","$350,000","101","p"
"8/14/2015 5:00:08 AM","Ace2121","n000b","Animus IX","$7,000","51","g"
"8/14/2015 5:15:18 AM","TheHague","2ndhandstore","Alien Hunter","$1,200,000","92","p"
"8/14/2015 5:24:55 AM","iSmooth","Jupiter","Osmium Armor IV","$7,500","30","g"
"8/14/2015 5:31:34 AM","markcalico","lustmord","Exoprene Shield III","$15,000","59","g"
"8/14/2015 5:36:44 AM","iSmooth","lustmord","Horror III","$35,000","100","g"
"8/14/2015 6:24:48 AM","MUFC","TheDarkOne","Hold-P118 VI","$30,250","101","p"
"8/14/2015 7:27:04 AM","DirtyRussian","xelenia","HX-V6","$100,000","100","b"
"8/14/2015 8:03:12 AM","winger274","Fluffy78","Ruin VIII","$25,000","100","g"
"8/14/2015 8:07:19 AM","MUFC","HermesLLC","Firecat XI","$3,000","33","g"
"8/14/2015 8:07:19 AM","MUFC","HermesLLC","Harpy X","$3,000","28","g"
"8/14/2015 8:07:19 AM","MUFC","HermesLLC","Harpy VIII","$3,000","47","g"
"8/14/2015 8:07:19 AM","MUFC","CaptMoss","Basilisk II","$3,300","19","g"
"8/14/2015 8:07:19 AM","MUFC","HermesLLC","Screamer XIV","$3,000","20","g"
"8/14/2015 8:07:19 AM","MUFC","MrFruitSalt","Leviathan VI","$3,300","18","g"
"8/14/2015 8:07:19 AM","MUFC","TheDarkOne","Thorium Armor II","$3,000","41","g"
"8/14/2015 8:08:19 AM","MUFC","CaptMoss","Hold-W206 VI","$3,000","61","g"
"8/14/2015 8:08:19 AM","MUFC","ElKing1","Hold-W110 VI","$3,300","34","g"
"8/14/2015 8:08:20 AM","MUFC","ElKing1","Hold-W103 IV","$3,300","62","g"
"8/14/2015 8:08:20 AM","MUFC","ElKing1","Hold-P116 VII","$3,000","51","g"
"8/14/2015 8:08:20 AM","MUFC","CaptMoss","Hold-P114 IV","$3,300","48","g"
"8/14/2015 8:21:20 AM","MUFC","palmolive","Succubus II","$10,000","44","g"
"8/14/2015 8:22:20 AM","MUFC","radar","Hold-P115 IV","$5,000","16","g"
"8/14/2015 8:23:16 AM","RachelMoon","palmolive","Exoprene Shield XI","$7,000","26","g"
"8/14/2015 8:30:40 AM","RivenDeckard","TheViperBg","Titanium Hull XXII","$699,000","100","p"
"8/14/2015 8:46:28 AM","ifightnerdz","TheHague","Holocrine Shield IX","$200,000","100","p"
"8/14/2015 9:19:36 AM","PapaRanger","seeker66","Hold-P213 VI","$2,108","32","b"
"8/14/2015 9:37:54 AM","n000b","StanMarsh","Meson Blaster II","$98,789","48","g"
"8/14/2015 9:40:52 AM","MASH","IneptLord","Agent Tech I","$100,000","100","g"
"8/14/2015 9:42:42 AM","joegnj","spaceballs12","Storage VI","$732,050","94","r"
"8/14/2015 9:53:17 AM","ArgonPrime","cartoverlord","Serpent XII","$99,000","60","b"
"8/14/2015 10:18:51 AM","Ebola","MrFruitSalt","Leviathan V","$25,000","100","b"
"8/14/2015 11:00:08 AM","Ware138","cartoverlord","Composite Hull III","$25,000","57","g"
"8/14/2015 11:13:07 AM","Feli","MrFruitSalt","Sage Mk. IV","$55,000","100","p"
"8/14/2015 11:15:01 AM","bank1of1","Typhon","Burst Cannon II","$40,000","45","g"
"8/14/2015 11:16:20 AM","KidKanabos","Typhon","Titanium Hull VI","$25,000","40","g"
"8/14/2015 11:17:03 AM","SEINICHI","Typhon","Hold-P212 VI","$25,000","52","g"
"8/14/2015 11:17:36 AM","Melissa2","Typhon","Hold-W103 III","$26,800","63","g"
"8/14/2015 11:23:36 AM","KosherHal","dangerseeker","Alien Hunter","$999,000","101","p"
"8/14/2015 11:39:14 AM","iSmooth","dumb","Diamond Armor XII","$19,000","49","g"
"8/14/2015 11:45:14 AM","MilkNcookies","iSmooth","Hold-W125 III","$3,993","61","g"
"8/14/2015 11:49:14 AM","pastafazool","radar","Hold-P203 IV","$3,000","29","g"
"8/14/2015 12:08:41 PM","chickenparm","Zenos","Hold-H121 IV","$12,000","28","g"
"8/14/2015 12:16:11 PM","sid20","Kanabos","Holocrine Shield XIV","$75,000","40","b"
"8/14/2015 12:34:43 PM","IdStew","Fluffy78","Osmium Armor IX","$75,000","30","g"
"8/14/2015 12:37:42 PM","HermesLLC","Zenos","Darkness III","$5,000","43","g"
"8/14/2015 12:39:57 PM","HermesLLC","brapp709","Composite Hull IV","$5,000","36","g"
"8/14/2015 1:06:04 PM","flipper","Everyone","Destruction VIII","$20,000","34","g"
"8/14/2015 1:16:40 PM","winger274","TheDarkOne","Hold-H117 VIII","$15,000","45","b"
"8/14/2015 1:18:38 PM","Mystic02","Zenos","Cytoplast Shield III","$2,336","29","g"
"8/14/2015 1:18:38 PM","winger274","TheDarkOne","Hold-H214 VII","$15,000","84","b"
"8/14/2015 1:22:38 PM","winger274","TheDarkOne","Hold-P122 V","$30,250","67","b"
"8/14/2015 1:30:05 PM","CaptD","Skitarii","Viper VII","$25,000","40","g"
"8/14/2015 1:35:46 PM","markcalico","Zenos","Hold-H113 V","$5,000","31","g"
"8/14/2015 1:37:43 PM","TwoHands","Niloc79","Fusion Beam III","$15,000","30","g"
"8/14/2015 1:43:07 PM","HermesLLC","SUMMONED","Osmium Armor VIII","$45,000","40","b"
"8/14/2015 1:49:29 PM","HermesLLC","Langzwerg","Meson Blaster III","$7,500","59","g"
"8/14/2015 1:56:54 PM","HermesLLC","SUMMONED","Carbide Hull II","$5,000","65","g"
"8/14/2015 1:57:10 PM","oceanharmony","SUMMONED","Composite Hull V","$1,200","29","g"
"8/14/2015 1:58:46 PM","M30W","SoulRocker","Battle Ram","$400,000","91","g"
"8/14/2015 1:59:50 PM","mithraeus","10rr","Silence V","$950,000","100","o"
"8/14/2015 2:01:41 PM","HermesLLC","Stevedolton","Silence IX","$10,000","63","g"
"8/14/2015 2:25:01 PM","walter1989","woody","Ruin V","$89,995","43","b"
"8/14/2015 2:37:36 PM","cupubank","KooshieBoosh","Holocrine Shield III","$6,500","27","g"
"8/14/2015 2:41:55 PM","palmolive","Scar552","Succubus II","$29,000","44","g"
"8/14/2015 2:50:32 PM","cyber178","Scar552","Cytoplast Shield IV","$10,000","50","g"
"8/13/2015 12:16:13 AM","JeanClaude","DemNipplez","Hold-W107 VII","$5,000","34","g"
"8/13/2015 12:17:25 AM","DemNipplez","XxXGHOSTXxX","Hold-W107 VII","$576,458","34","g"
"8/13/2015 12:20:42 AM","Bidness","avenger96","Osmium Armor XII","$600,000","94","o"
"8/13/2015 12:29:53 AM","ArgonPrime","infiniterob","Agony IV","$99,000","49","b"
"8/13/2015 12:35:43 AM","angell2","1HitWonder","Titanium Hull II","$7,000","26","g"
"8/13/2015 12:36:51 AM","iSmooth","1HitWonder","Hold-H117 III","$9,500","52","g"
"8/13/2015 12:50:38 AM","palmolive","rob0323","Storage III","$105,000","100","b"
"8/13/2015 1:03:11 AM","MrFruitSalt","iSmooth","Horror III","$20,000","100","g"
"8/13/2015 1:03:35 AM","Porkinstein","iSmooth","Oblivion V","$9,700","57","g"
"8/13/2015 1:08:12 AM","Feli","MrFruitSalt","Hold-W223 VII","$2,200","40","g"
"8/13/2015 1:12:12 AM","Everybody","1HitWonder","Hold-W117 IV","$716","36","g"
"8/13/2015 1:12:12 AM","Everybody","1HitWonder","Hold-W109 IV","$343","19","g"
"8/13/2015 1:12:12 AM","Everybody","dumb","Hold-P217 VII","$1,350","65","g"
"8/13/2015 1:23:12 AM","Anybody","1HitWonder","Burst Cannon VII","$4,821","57","g"
"8/13/2015 1:28:20 AM","Ace2121","HermesLLC","Cytoplast Shield VI","$150,000","45","o"
"8/13/2015 1:28:45 AM","djxfer","zippooo","Gravity Smasher X","$1,000,000","46","r"
"8/13/2015 1:47:59 AM","SEINICHI","Handcuffs","Holocrine Shield IV","$20,000","65","g"
"8/13/2015 1:53:20 AM","Neal2Me","MrFruitSalt","Composite Hull V","$2,420","23","g"
"8/13/2015 2:03:28 AM","JeanClaude","iSmooth","Diamond Armor XIV","$15,000","54","g"
"8/13/2015 2:11:50 AM","makem7","wowwy","Composite Hull XV","$1,200,000","100","r"
"8/13/2015 2:12:28 AM","AgentP","CritterZ","Skip Drive","$169,000","56","g"
"8/13/2015 2:17:08 AM","RachelMoon","1HitWonder","Hold-H115 V","$10,000","100","g"
"8/13/2015 2:26:28 AM","Anybody","MrFruitSalt","Gauss Cannon XIV","$2,009","40","g"
"8/13/2015 2:52:36 AM","Phinneas","DroneRaider","Horror IX","$121,000","75","p"
"8/13/2015 3:33:55 AM","MrFruitSalt","KILLATRON","Exodus IX","$30,000","48","b"
"8/13/2015 3:49:19 AM","XxRed4deadXx","woody","Holocrine Shield XI","$425,000","87","p"
"8/13/2015 4:31:07 AM","TenScrolls","Wirmpie","Hold-W123 III","$40,000","43","g"
"8/13/2015 4:34:31 AM","stexi","dzeiBhave","Warrior Mk. IV","$8,000","51","g"
"8/13/2015 4:39:29 AM","Vintner","Skelter","Screamer VI","$5,500","16","g"
"8/13/2015 4:57:33 AM","cyber178","DeathBYwalt","Carbide Hull X","$10,000","20","g"
"8/13/2015 5:04:14 AM","MystryMchine","MrFruitSalt","Leviathan II","$3,993","34","g"
"8/13/2015 5:04:14 AM","MystryMchine","dumb","Hold-P125 IV","$6,050","44","g"
"8/13/2015 5:34:22 AM","LiAo","MrFruitSalt","Nullcannon IX","$9,708","62","g"
"8/13/2015 5:34:22 AM","LiAo","MrFruitSalt","Dragon I","$2,776","28","g"
"8/13/2015 5:36:22 AM","LiAo","MrFruitSalt","Behemoth XIII","$1,954","63","g"
"8/13/2015 5:36:22 AM","LiAo","MrFruitSalt","Behemoth VI","$1,857","63","g"
"8/13/2015 5:36:22 AM","LiAo","CaptMoss","Serpent VIII","$1,706","57","g"
"8/13/2015 5:36:22 AM","LiAo","MrFruitSalt","Penatrator IX","$1,094","33","g"
"8/13/2015 5:40:22 AM","Everybody","MrFruitSalt","Viper VIII","$3,801","54","g"
"8/13/2015 5:40:22 AM","Everybody","dzeiBhave","Cytoplast Shield VI","$720","22","g"
"8/13/2015 5:53:45 AM","bucket","Cheesyman","Skip Drive","$600,000","100","o"
"8/13/2015 5:57:22 AM","Somepilotguy","Slaught","Disruptor IX","$50,000","64","p"
"8/13/2015 6:06:40 AM","MUFC","CptKilbeggan","Composite Hull VII","$41,200","27","g"
"8/13/2015 6:58:44 AM","JCalvert","CaptMoss","Fusion Beam VII","$4,398","62","g"
"8/13/2015 7:07:24 AM","GoranKall","LukeRm","Horror I","$15,000","48","g"
"8/13/2015 7:14:45 AM","Feli","MrFruitSalt","Diamond Armor V","$4,392","53","g"
"8/13/2015 7:22:57 AM","marineking3","dumb","Dragon II","$6,590","44","g"
"8/13/2015 7:41:53 AM","GussJr","KidKanabos","Alien Hunter","$110,000","100","g"
"8/13/2015 7:43:53 AM","PigIron","charly","Warrior Tech I","$990,000","101","o"
"8/13/2015 7:49:22 AM","Automag007","watchman","Grappling Hook","$12,000,000","100","r"
"8/13/2015 7:52:40 AM","palmolive","Osarlous","Burst Cannon IV","$39,000","57","g"
"8/13/2015 8:10:35 AM","Hexcision","exmachina","Citadel Gambit VII","$100,000","34","g"
"8/13/2015 8:19:01 AM","Leland","MrFruitSalt","Osmium Armor VI","$3,018","41","g"
"8/13/2015 8:20:01 AM","Leland","MrFruitSalt","Osmium Armor IV","$3,018","48","g"
"8/13/2015 8:21:02 AM","Leland","MrFruitSalt","Osmium Armor III","$1,995","26","g"
"8/13/2015 8:21:02 AM","Leland","MrFruitSalt","Osmium Armor II","$3,018","60","g"
"8/13/2015 8:41:02 AM","seeker66","Jupiter","Burst Cannon VI","$13,000","89","g"
"8/13/2015 8:47:12 AM","MissDaisey","Cousinsean","Banshee V","$15,000","53","g"
